policy,mean_ms,p50_ms,p90_ms
raw,0.1269204746140764,0.12582850104081444,0.14755060110474005
weak,0.16437205135261115,0.15264799731085077,0.22818520083092148
pseudo,0.16974269209850507,0.16361350208171643,0.2074951968097593
redact,0.16753567969993663,0.16899500042200089,0.19531339494278654
adaptive,138.5143135631575,2.5546760007273406,6.858036099583842
