policy,mean_ms,p50_ms,p90_ms
raw,0.07567030768867856,0.07358300001669704,0.09649019998505537
weak,0.07873496154094284,0.08251899998867884,0.09235529998932179
pseudo,0.09113966666737164,0.09196650000831141,0.10837379999202312
redact,0.08554970512856623,0.09107499997185187,0.10213089998387659
adaptive,1.7565696794904921,0.9198490000130732,1.1370919000228241
